run_idx,model,timestamp,input_text,status,top_label,top_score,error
0,climate-commitment,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,yes,0.92,
0,climate-d,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,LABEL_1,0.56,
0,climate-d-s,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,LABEL_0,0.5,
0,climate-detector,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,no,0.99,
0,climate-f,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,LABEL_1,0.54,
0,climate-s,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,LABEL_1,0.51,
0,climate-sentiment,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,opportunity,0.86,
0,climate-specificity,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,spec,0.84,
0,climate-tcfd,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,metrics,0.77,
0,environmental-claims,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,no,1.0,
0,netzero-reduction,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,none,1.0,
0,renewable,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,Not about renewables,1.0,
0,transition-physical,2026-03-26T15:43:20.151168Z,"Company's media and entertainment portfolio has successfully maintained its dominance in the country's media industry. Total audience share contributed by the Company's FTA television station reached 32.9%. The Group also managed to position all of its FTA TV stations in the top 10 of the national media industry based on viewership. Even as a newcomer, Mentari achieved a 5.3% audience rating in 2024, placing it at the 7th of the top 10 FTA TV stations. Meanwhile, SCTV and Indosiar reached the first and seconding with audience ratings of 14.1% and 13.5%, respectively.
",ok,Physical risk,1.0,
1,climate-commitment,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,no,1.0,
1,climate-d,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,LABEL_1,0.58,
1,climate-d-s,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,LABEL_0,0.5,
1,climate-detector,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,yes,1.0,
1,climate-f,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,LABEL_1,0.54,
1,climate-s,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,LABEL_1,0.51,
1,climate-sentiment,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,neutral,0.81,
1,climate-specificity,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,non,0.96,
1,climate-tcfd,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,risk,0.9,
1,environmental-claims,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,no,1.0,
1,netzero-reduction,2026-03-26T15:44:46.359171Z,"However, since the GRI Standards guidelines did not provide specific references for industries relevant to the Company's business activities, the material topics were compiled by the Company based on evaluation results and input from stakeholders, the positive and negative impacts or risks caused by the Company's business activities to stakeholders, and an analysis of sustainability trends or issues that occur and are relevant to the Company's industry.",ok,none,1.0,
