review_id,label,rule_tone,tone_pred,sentiment_pred,corrected_rule_tone,corrected_hybrid_tone,corrected_sentiment,review_status,review_priority,ontology_path,ontology_alignment,greenwashing_index,review_notes,text_for_review
a28_001ffd567d46,danamon_2024_pdf/batch_1/rec_119,Unknown,,,,,,needs_review,high,,,,,
a28_c65f71816601,danamon_2024_pdf/batch_1/rec_120,Unknown,,,,,,needs_review,high,,,,,
a28_be9d69614d82,danamon_2024_pdf/batch_1/rec_121,Unknown,,,,,,needs_review,high,,,,,
a28_31c76554ed98,Jasamarga_SR2023_pdf/batch_1/rec_1,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance; General → Misc,-0.0359142534434795,0.0,,
a28_10ab3e9a36f6,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0723422914743423,0.0,,
a28_e8a83a44bbef,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_3,Action,Action,Neutral,,,,needs_review,high,Environmental → Emission Reduction,-0.0508577227592468,0.0,,
a28_3ec976abe9bb,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_6,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0181346982717514,0.0,,
a28_17d3405795b0,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_8,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0195221863687038,0.0,,
a28_3289faac47d1,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_8,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0294360052794218,0.0,,
a28_c682c28c9bb1,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_9,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0322733707726001,0.0,,
a28_e85280711906,Jasamarga_SR2023_pdf/batch_1/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0639082789421081,0.0,,
a28_93393769ff6d,Jasamarga_SR2023_pdf/batch_1/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0718135982751846,0.0,,
a28_6c474fa3088c,Jasamarga_SR2023_pdf/batch_1/rec_7,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0121751502156257,0.0,,
a28_722337f3ee1a,Jasamarga_SR2023_pdf/batch_1/rec_10,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.020215168595314,0.0,,
a28_4fbb92518d7b,Jasamarga_SR2023_pdf/batch_1/rec_10,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0482272803783416,0.0,,
a28_b4ff91cc40e1,Jasamarga_SR2023_pdf/batch_1/rec_10,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0146420579403638,0.0,,
a28_d9ae9ba2f9f5,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_4,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0038011707365512,0.0,,
a28_74db6a14e8d1,Endava We Care Sustainability Report 2024_pdf/batch_3/rec_8,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0068288194015622,0.0,,
a28_9204bc0b738f,danamon_2024_pdf/batch_1/rec_13,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance; General → Misc,0.0648562982678413,0.0,,
a28_b5ceb292e35a,danamon_2024_pdf/batch_1/rec_18,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0928834527730941,0.0,,
a28_7d58394d4f53,danamon_2024_pdf/batch_1/rec_19,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0169793609529733,0.0,,
a28_eb1148a4b6ae,danamon_2024_pdf/batch_1/rec_26,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0108607653528451,0.0,,
a28_5482f6894d65,danamon_2024_pdf/batch_1/rec_30,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0188377946615219,0.0,,
a28_40b399716492,danamon_2024_pdf/batch_1/rec_41,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0354395508766174,0.0,,
a28_6ad7ec5a083a,danamon_2024_pdf/batch_1/rec_49,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0248202420771121,0.0,,
a28_fa57ddadd45e,danamon_2024_pdf/batch_1/rec_50,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0156981106847524,0.0,,
a28_9da749edbc06,danamon_2024_pdf/batch_1/rec_151,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0152725102379918,0.0,,
a28_c26583c4eab7,danamon_2024_pdf/batch_1/rec_151,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0066001638770103,0.0,,
a28_42d26821aecd,danamon_2024_pdf/batch_2/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0196306407451629,0.0,,
a28_424dd05d0fc0,danamon_2024_pdf/batch_2/rec_4,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0461719371378421,0.0,,
a28_862d590f7c3e,danamon_2024_pdf/batch_2/rec_4,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0689969956874847,0.0,,
a28_1155fe46315c,danamon_2024_pdf/batch_2/rec_6,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.009731575846672,0.0,,
a28_08c31068e474,danamon_2024_pdf/batch_2/rec_16,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0175605062395334,0.0,,
a28_bfc703ed8087,danamon_2024_pdf/batch_2/rec_22,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0187200494110584,0.0,,
a28_a26ef3a63b24,danamon_2024_pdf/batch_2/rec_23,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.004341222345829,0.0,,
a28_024a9efaa5c1,danamon_2024_pdf/batch_2/rec_5,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0407970212399959,0.0,,
a28_47d7a0bfe75d,danamon_2024_pdf/batch_2/rec_12,Action,Action,Neutral,,,,needs_review,high,Social → Worker Safety,-0.0191590562462806,0.0,,
a28_9e098e5bebd3,danamon_2024_pdf/batch_2/rec_14,Action,Action,Neutral,,,,needs_review,high,Social → Worker Safety,0.0315396711230278,0.0,,
a28_d442e52fad80,danamon_2024_pdf/batch_2/rec_18,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0334401875734329,0.0,,
a28_12e97778e6df,danamon_2024_pdf/batch_2/rec_26,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0132402051240205,0.0,,
a28_c3e88716134d,danamon_2024_pdf/batch_2/rec_32,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0295253433287143,0.0,,
a28_68d87678d903,danamon_2024_pdf/batch_2/rec_12,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance; General → Misc,-0.0242277439683675,0.0,,
a28_907d16ddc0ee,danamon_2024_pdf/batch_2/rec_17,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0156232099980115,0.0,,
a28_85fac9807a87,danamon_2024_pdf/batch_2/rec_18,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0136435758322477,0.0,,
a28_4695371c50a0,danamon_2024_pdf/batch_2/rec_22,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.012499475851655,0.0,,
a28_a52f4d5ea605,danamon_2024_pdf/batch_2/rec_24,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0090885423123836,0.0,,
a28_0a8a111a37fb,danamon_2024_pdf/batch_2/rec_24,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0663246810436248,0.0,,
a28_6745326a0064,danamon_2024_pdf/batch_2/rec_26,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0154122561216354,0.0,,
a28_c8d70fcae0a4,danamon_2024_pdf/batch_2/rec_35,Action,Action,Neutral,,,,needs_review,high,Social → Worker Safety,-0.0084577240049839,0.0,,
a28_cf95f11c9a22,danamon_2024_pdf/batch_2/rec_37,Action,Action,Neutral,,,,needs_review,high,Social → Worker Safety,-0.0139420675113797,0.0,,
a28_09ff62dd39f3,danamon_2024_pdf/batch_2/rec_41,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0064810588955879,0.0,,
a28_76b8552c7547,danamon_2024_pdf/batch_2/rec_49,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0076696667820215,0.0,,
a28_7f556c9cbc97,danamon_2024_pdf/batch_2/rec_53,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0068301865831017,0.0,,
a28_240707218dca,danamon_2024_pdf/batch_2/rec_59,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0580410361289978,0.0,,
a28_2ea183fd4c76,danamon_2024_pdf/batch_3/rec_23,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance; General → Misc,0.007100885733962,0.0,,
a28_d09248eedbff,vktr_ar_sr_2024_pdf/batch_20/rec_7,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0155953960493206,0.0,,
a28_d4582f9e5150,vktr_ar_sr_2024_pdf/batch_20/rec_7,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0335431694984436,0.0,,
a28_47b4544cf019,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_1,Outcome,Action,Neutral,,,,needs_review,high,General → Misc,-0.006146770901978,0.0,,
a28_11bad8f8fe1b,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_2,Action,Action,Neutral,,,,needs_review,high,Environmental → Preservation,0.0491576269268989,0.0,,
a28_045f99e8ecfb,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0193365700542926,0.0,,
a28_f4756c5f0eca,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_4/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0014133118093013,0.0,,
a28_cb50198a0069,icr-sustainability-23-24_pdf/batch_6/rec_3,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance,-0.0419497042894363,0.0,,
a28_2d2312a83b3f,icr-sustainability-23-24_pdf/batch_6/rec_11,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance,-0.024254698306322,0.0,,
a28_6c6d92898915,icr-sustainability-23-24_pdf/batch_6/rec_19,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance,0.006096988916397,0.0,,
a28_6d69fe5a55d3,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_1,Outcome,Action,Neutral,,,,needs_review,high,General → Misc,-0.0238625183701515,0.0,,
a28_55aca8484613,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_2,Action,Action,Neutral,,,,needs_review,high,Environmental → Preservation,-0.0066866111010313,0.0,,
a28_4807a40d2f73,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_3,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0008773524314165,0.0,,
a28_15fd192d2b56,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_13,Action,Action,Neutral,,,,needs_review,high,Governance → Transparency,0.0123049560934305,0.0,,
a28_ba353a199f56,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_15,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0144684426486492,0.0,,
a28_2c8edc1b8038,BEST-SR_2024_pdf/batch_9/rec_3,Action,Action,Neutral,,,,needs_review,high,General → Misc,0.0140388375148177,0.0,,
a28_8ef62327ea2a,BEST-SR_2024_pdf/batch_9/rec_4,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance,-0.0239193979650735,0.0,,
a28_91521348067e,icr-sustainability-23-24_pdf/batch_7/rec_3,Action,Action,Neutral,,,,needs_review,high,Governance → Compliance,0.0045409984886646,0.0,,
a28_06068b037386,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6/rec_1,Outcome,Action,Neutral,,,,needs_review,high,General → Misc,0.0255383439362049,0.0,,
a28_21af9487d3aa,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6/rec_2,Action,Action,Neutral,,,,needs_review,high,Environmental → Preservation,0.0440046787261962,0.0,,
a28_cb80f632be76,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0305514615029096,0.0,,
a28_79f6f06ba5a3,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6/rec_2,Action,Action,Neutral,,,,needs_review,high,General → Misc,-0.0287428200244903,0.0,,
a28_ab8ebf443c6f,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_1,Outcome,Action,Neutral,,,,needs_review,high,General → Misc,-0.01862084120512,0.0,,
a28_a96918331dc0,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_2,Action,Action,Neutral,,,,needs_review,high,Environmental → Preservation,-0.0133644780144095,0.0,,
a28_0f2d8d925cbc,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5/rec_10,Action,Action,Neutral,,,,needs_review,high,Governance → Transparency,-0.0001957323402166,0.0,,
