text,page_number,filename,model,filename_index,markdown_full,cleaned_markdown,filename_index_model
    ""reasoning"": ""This statement describes the function of the Internal Audit Unit, focusing on its role in monitoring and evaluating management's control performance. This falls under the 'S' (Social) category as it relates to organizational practices and governance. The language is positive, indicating a constructive approach to internal oversight. The sentiment score reflects the neutral tone of the description. The statement is a description of the unit's purpose and does not indicate specific ESG risks or targets.""
  },
  {
    ""sentence"": ""Unit Audit Internal dipimpin oleh Kepala Unit Audit Internal yang dalam tugasnya bertanggung jawab langsung kepada Direktur Utama."",
    ""aspect"": ""G"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""OMS3"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.15,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""low"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""management"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": false,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This statement describes the organizational structure of the Internal Audit Unit, indicating a hierarchical reporting structure. This aligns with 'G' (Governance) as it relates to the management of the organization. The sentiment is neutral, simply stating a fact about the reporting line. The statement is informative and does not express positive or negative sentiment towards the organizational structure.""
  },
  {
    ""sentence"": ""Unit Audit Internal Perseroan dibentuk berdasarkan Surat Keputusan Direksi PT Galva Technologies Tbk No. 008/SK/Dir-GTC/09/2019 tentang Pengangkatan dan/atau Pembentukan Unit Audit Internal."",
    ""aspect"": ""G"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""OMS3"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.10,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""low"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""past"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""management"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": true,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This statement cites the legal basis for the establishment of the Internal Audit Unit, referencing a Board of Directors Decree. This directly relates to 'G' (Governance) as it signifies adherence to corporate governance procedures.  The sentiment is neutral, stating a fact. The statement refers to a past event (the decree's issuance).  The statement is a point of record and doesn't express opinions about the effectiveness of the unit.""
  },
  {
    ""sentence"": ""Unit Audit Internal Perseroan dibentuk berdasarkan Surat Keputusan Direksi PT Galva Technologies Tbk No. 008/SK/Dir-GTC/09/2019 tentang Pengangkatan dan/atau Pembentukan Unit Audit Internal dan Piagam Audit Internal tanggal 25 September 2019."",
    ""aspect"": ""G"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""OMS3"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.10,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""low"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""past"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""management"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": true,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This statement lists the documents authorizing the formation of the Internal Audit Unit, including a Board of Directors Decree and an Internal Audit Charter. This indicates adherence to documented processes and corporate governance frameworks relating to 'G' (Governance). The sentiment is neutral, stating details about organizational authorization.  The mentioned documents are part of a formal process and are not expressing views about risk.""
  },
  {
    ""sentence"": ""Struktur dan kedudukan Unit Audit Internal diuraikan sebagai berikut."",
    ""aspect"": ""G"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""OMS3"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.12,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""low"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""management"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": false,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This sentence introduces the section detailing the organizational structure of the Internal Audit Unit, which is a key aspect of 'G' (Governance).  The sentiment is neutral as it is a simple transition statement. It is related directly to structure and position.  No sentiment is attributed to the unit itself; it simply announces the section's contents.""
  },
  {
    ""sentence"": ""Unit Audit Internal dipimpin oleh Kepala Unit Audit Internal yang dalam tugasnya bertanggung jawab langsung kepada Direktur Utama."",
    ""aspect"": ""G"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""OMS3"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.15,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""low"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""management"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": false,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This sentence clarifies the reporting structure of the Internal Audit Unit, stating that the Head of the Unit reports directly to the President Director. This is a",129.0,yearly_report_2023 (1).pdf,google/gemma-3n-e2b-it:free,yearly_report_2023 (1).pdf | Page 129,"| Topik Pelatihan <br> Training Topic | Waktu Pelatihan <br> Training Date | Penyelenggara Pelatihan <br> Training Organizer |
| :--: | :--: | :--: |
| Compliance Refreshment Emiten dan Perusahaan Publik <br> Compliance Refreshment for Issuers and Public Companies | 22 Agustus 2023 <br> 22 August 2023 | Otoritas Jasa Keuangan dan Bursa Efek Indonesia <br> Financial Services Authority and Indonesia Stock Exchange |
| Penjelasan atas Peraturan Bursa No. I-A Tahun 2021 terkait <br> Ketentuan Free Float dan Penggunaan Form E009 pada Sistem <br> Pelaporan SPE IDXnet. | 4 Oktober 2023 | Asosiasi Emiten Indonesia dan Bursa Efek Indonesia |
| Explanation of Exchange Regulation No. I-A of 2021 related to <br> Free Float Provisions and the Use of Form E009 on the IDXnet <br> SPE Reporting System. | 6 October 2023 | Indonesian Issuers Association and Indonesia Stock Exchange |
| Sosialisasi Peraturan Otoritas Jasa Keuangan No. 13/ <br> POJK.04/2023 | 27 November 2023 | Otoritas Jasa Keuangan |
| Socialization of Financial Services Authority Regulation <br> (POJK) No. 13/POJK.04/2023 | 27 November 2023 | Financial Services Authority |

# UNIT AUDIT INTERNAL Internal Audit Unit 

Unit Audit Internal berfungsi sebagai organ yang memantau sekaligus memeriksa secara internal atas kelancaran dan keefektifan performa pengendalian yang dilakukan oleh manajemen. Pelaksanaan fungsi diharapkan mampu membantu Perseroan dalam mengelola risiko, memastikan kepatuhan, dan meningkatkan efektivitas operasional.

## Pedoman Kerja

Unit Audit Internal Perseroan dibentuk berdasarkan Surat Keputusan Direksi PT Galva Technologies Tbk No. 008/SK/Dir-GTC/09/2019 tentang Pengangkatan dan/atau Pembentukan Unit Audit Internal. Unit tersebut menjalankan tugas dan tanggung jawabnya dengan berpedoman pada Piagam Unit Audit Internal yang telah mendapat persetujuan berdasarkan Surat Keputusan Dewan Komisaris PT Galva Technologies Tbk No. 007/SK/Dekom-GTC/09/2019 tentang Pengangkatan dan/atau Pembentukan Unit Audit Internal dan Piagam Audit Internal tanggal 25 September 2019. Isi piagam tersebut terdiri dari:

1. Struktur dan Kedudukan;
2. Tugas, Tanggung Jawab, dan Wewenang;
3. Kode Etik Unit Audit Internal;
4. Persyaratan Auditor Internal;
5. Larangan; serta
6. Pertanggung jawaban.

## Struktur dan Kedudukan

Struktur dan kedudukan Unit Audit Internal diuraikan sebagai berikut.

1. Unit Audit Internal dipimpin oleh Kepala Unit Audit Internal yang dalam tugasnya bertanggung jawab langsung kepada Direktur Utama.

The Internal Audit Unit functions as the organ which monitors as well as internally checking the smoothness and effectiveness of control performance carried out by the management. The implementation of this function is expected to assist the Company in managing the risk, ensuring compliance, and improve the operational effectiveness.

## Work Guidelines

The Company's Internal Audit Unit was established under the Decree of the Board of Directors of PT Galva Technologies Tbk No. 008/SK/Dir-GTC/09/2019 on Appointment and/or Formation of the Internal Audit Unit. The unit carries out its duties and responsibilities based on the Internal Audit Unit Charter which has received approval based on the Decree of the Board of Commissioners of PT Galva Technologies Tbk No. 007/SK/Dekom-GTC/09/2019 on Appointment and/or Formation of the Internal Audit Unit and Internal Audit Charter dated 25 September 2019. The contents of the charter are:

1. Structure and Position;
2. Duties, Responsibilities, and Authorities;
3. Code of Ethics for the Internal Audit Unit;
4. Internal Auditor Requirements;
5. Prohibitions; and
6. Accountability.

## Structure and Position

The structure and position of the Internal Audit Unit is described as follows.



1. Internal Audit Unit is led by Head of Internal Audit Unit who reports directly to the President Director.","| Topik Pelatihan <br> Training Topic | Waktu Pelatihan <br> Training Date | Penyelenggara Pelatihan <br> Training Organizer |
| :--: | :--: | :--: |
| Compliance Refreshment Emiten dan Perusahaan Publik <br> Compliance Refreshment for Issuers and Public Companies | 22 Agustus 2023 <br> 22 August 2023 | Otoritas Jasa Keuangan dan Bursa Efek Indonesia <br> Financial Services Authority and Indonesia Stock Exchange |
| Penjelasan atas Peraturan Bursa No. I-A Tahun 2021 terkait <br> Ketentuan Free Float dan Penggunaan Form E009 pada Sistem <br> Pelaporan SPE IDXnet. | 4 Oktober 2023 | Asosiasi Emiten Indonesia dan Bursa Efek Indonesia |
| Explanation of Exchange Regulation No. I-A of 2021 related to <br> Free Float Provisions and the Use of Form E009 on the IDXnet <br> SPE Reporting System. | 6 October 2023 | Indonesian Issuers Association and Indonesia Stock Exchange |
| Sosialisasi Peraturan Otoritas Jasa Keuangan No. 13/ <br> POJK.04/2023 | 27 November 2023 | Otoritas Jasa Keuangan |
| Socialization of Financial Services Authority Regulation <br> (POJK) No. 13/POJK.04/2023 | 27 November 2023 | Financial Services Authority |

# UNIT AUDIT INTERNAL Internal Audit Unit 

Unit Audit Internal berfungsi sebagai organ yang memantau sekaligus memeriksa secara internal atas kelancaran dan keefektifan performa pengendalian yang dilakukan oleh manajemen. Pelaksanaan fungsi diharapkan mampu membantu Perseroan dalam mengelola risiko, memastikan kepatuhan, dan meningkatkan efektivitas operasional.

## Pedoman Kerja

Unit Audit Internal Perseroan dibentuk berdasarkan Surat Keputusan Direksi PT Galva Technologies Tbk No. 008/SK/Dir-GTC/09/2019 tentang Pengangkatan dan/atau Pembentukan Unit Audit Internal. Unit tersebut menjalankan tugas dan tanggung jawabnya dengan berpedoman pada Piagam Unit Audit Internal yang telah mendapat persetujuan berdasarkan Surat Keputusan Dewan Komisaris PT Galva Technologies Tbk No. 007/SK/Dekom-GTC/09/2019 tentang Pengangkatan dan/atau Pembentukan Unit Audit Internal dan Piagam Audit Internal tanggal 25 September 2019. Isi piagam tersebut terdiri dari:

1. Struktur dan Kedudukan;
2. Tugas, Tanggung Jawab, dan Wewenang;
3. Kode Etik Unit Audit Internal;
4. Persyaratan Auditor Internal;
5. Larangan; serta
6. Pertanggung jawaban.

## Struktur dan Kedudukan

Struktur dan kedudukan Unit Audit Internal diuraikan sebagai berikut.

1. Unit Audit Internal dipimpin oleh Kepala Unit Audit Internal yang dalam tugasnya bertanggung jawab langsung kepada Direktur Utama.

The Internal Audit Unit functions as the organ which monitors as well as internally checking the smoothness and effectiveness of control performance carried out by the management. The implementation of this function is expected to assist the Company in managing the risk, ensuring compliance, and improve the operational effectiveness.

## Work Guidelines

The Company's Internal Audit Unit was established under the Decree of the Board of Directors of PT Galva Technologies Tbk No. 008/SK/Dir-GTC/09/2019 on Appointment and/or Formation of the Internal Audit Unit. The unit carries out its duties and responsibilities based on the Internal Audit Unit Charter which has received approval based on the Decree of the Board of Commissioners of PT Galva Technologies Tbk No. 007/SK/Dekom-GTC/09/2019 on Appointment and/or Formation of the Internal Audit Unit and Internal Audit Charter dated 25 September 2019. The contents of the charter are:

1. Structure and Position;
2. Duties, Responsibilities, and Authorities;
3. Code of Ethics for the Internal Audit Unit;
4. Internal Auditor Requirements;
5. Prohibitions; and
6. Accountability.

## Structure and Position

The structure and position of the Internal Audit Unit is described as follows.

1. Internal Audit Unit is led by Head of Internal Audit Unit who reports directly to the President Director.","google/gemma-3n-e2b-it:free,yearly_report_2023 (1).pdf | Page 129"
"```json
[
  {
    ""sentence"": ""Kepala Unit Audit Internal diangkat dan diberhentikan oleh Direktur Utama atas persetujuan Dewan Komisaris."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI206"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.12,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""medium"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""employees"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": false,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This statement describes the appointment and dismissal process of the Head of Internal Audit Unit, falling under governance (G).  It is a description of a process and not a target or claim. Sentiment is neutral due to its descriptive nature. Confidence is high because it's a straightforward statement of procedure.""
  },
  {
    ""sentence"": ""Direktur Utama dapat memberhentikan Kepala Unit Audit Internal setelah mendapat persetujuan Dewan Komisaris, jika Kepala Unit Audit Internal tidak memenuhi persyaratan sebagai auditor di Unit Audit Internal sebagaimana diatur dalam POJK No. 56/POJK.04/2015 dan atau gagal atau tidak cakap menjalankan tugas."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI206"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.15,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""medium"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""employees"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": true,
    ""partner_type"": ""none"",
    ""regulation_uri"": ""POJK 56/POJK.04/2015"",
    ""reasoning"": ""This statement details the conditions under which the President Director can dismiss the Head of Internal Audit Unit, referencing a specific regulation (POJK). It falls under governance (G) and describes the process.  Sentiment is neutral as it’s a procedural description. High confidence due to clear reference to a regulatory document.""
  },
  {
    ""sentence"": ""Auditor yang duduk dalam Unit Audit Internal bertanggung jawab secara langsung kepada Kepala Unit Audit Internal."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI206"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.10,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""low"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""employees"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": false,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This sentence describes the reporting structure within the Internal Audit Unit, falling under governance (G). It is a factual statement about relationships. Sentiment is neutral. Confidence is high as it is a direct statement of responsibility.""
  },
  {
    ""sentence"": ""Head of Internal Audit Unit is appointed and dismissed by the President Director upon Board of Commissioners' approval."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI206"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.10,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""medium"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""employees"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": false,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This is a translation of the first sentence, describing the appointment and dismissal process of the Head of Internal Audit Unit.  It falls under governance (G). Sentiment is neutral as it's a description.  Confidence is high as it reiterates the same governance principle.""
  },
  {
    ""sentence"": ""President Director may dismiss the Head of Internal Audit Unit upon Board of Commissioners' approval, if the Head of Internal Audit Unit does not meet the requirements as an auditor in the Internal Audit Unit as stipulated in the POJK No. 56/POJK.04/2015 and/or failed or incapable of carrying out the duties."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI206"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.15,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""medium"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""employees"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": true,
    ""partner_type"": ""none"",
    ""regulation_uri"": ""POJK 56/POJK.04/2015"",
    ""reasoning"": ""This clarifies the conditions for dismissal of the Head of Internal Audit Unit, referencing a regulatory document (POJK). Falls under governance (G). Sentiment is neutral as its a descriptive statement. Confidence is high due to reference to regulations.""
  },
  {
    ""sentence"": ""Auditor yang duduk dalam Unit Audit Internal bertanggung jawab secara langsung kepada Kepala Unit Audit Internal."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI206"",
    ""sentiment"": ""neutral"",
    ""sentiment_score"": -0.10,
    ""tone"": ""Commitment"",
    ""confidence"": 0.95,
    ""materiality"": ""low"",
    ""claim_type"": ""qualitative"",
    ""has_kpi"": false,
    ""time_horizon"": ""present"",
    ""has_target"": false,
    ""target_type"": null,
    ""emission_scope"": null,
    ""stakeholder"": ""employees"",
    ""esg_risk_type"": null,
    ""impact_level"": ""low"",
    ""externally_assured"": false,
    ""value_chain_stage"": ""operations"",
    ""policy_reference"": false,
    ""partner_type"": ""none"",
    ""regulation_uri"": null,
    ""reasoning"": ""This sentence describes the hierarchical relationship within the Internal Audit Unit, falling under governance (G). It is a factual statement. Confidence is high due to clear statement of responsibility.""
  },
  {
    ""sentence"": ""Tidak merangkap jabatan, baik di Perseroan ataupun perusahaan terbuka lainnya."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI",130.0,yearly_report_2023 (1).pdf,google/gemma-3n-e2b-it:free,yearly_report_2023 (1).pdf | Page 130,"2. Kepala Unit Audit Internal diangkat dan diberhentikan oleh Direktur Utama atas persetujuan Dewan Komisaris.
3. Direktur Utama dapat memberhentikan Kepala Unit Audit Internal setelah mendapat persetujuan Dewan Komisaris, jika Kepala Unit Audit Internal tidak memenuhi persyaratan sebagai auditor di Unit Audit Internal sebagaimana diatur dalam POJK No. 56/POJK.04/2015 dan atau gagal atau tidak cakap menjalankan tugas.
4. Auditor yang duduk dalam Unit Audit Internal bertanggung jawab secara langsung kepada Kepala Unit Audit Internal.
5. Head of Internal Audit Unit is appointed and dismissed by the President Director upon Board of Commissioners' approval.
6. President Director may dismiss the Head of Internal Audit Unit upon Board of Commissioners' approval, if the Head of Internal Audit Unit does not meet the requirements as an auditor in the Internal Audit Unit as stipulated in the POJK No. 56/POJK.04/2015 and/or failed or incapable of carrying out the duties.
7. Auditor assigned to Internal Audit Unit is directly responsible to the Head of Internal Audit Unit.

## Profil Kepala Unit Audit Internal

## BUDIANTO

Kepala Unit Audit Internal / Head of Internal Audit Unit
![img-79.jpeg](img-79.jpeg)

Kewarganegaraan
Nationality
Warga Negara Indonesia
Indonesian Citizen

Domisili
Domicile
Jakarta

Usia
Age
51 tahun
51 years old

## Tugas dan Tanggung Jawab

Unit Audit Internal menjalankan tugas dan tanggung jawab sebagai berikut.

## Profile of Head of Internal Audit Unit

Periode dan Dasar Pengangkatan / Term of Office and Basis of Appointment Sejak 20 Desember 2021 berdasarkan Surat Keputusan Direksi No. 001/SK/ DIR-GTC/12/2021 tanggal 20 Desember 2021 tentang Penggantian Kepala Unit Audit Internal.
Since 20 December 2021 based on the Decree of the Board of Directors No. 001/ SK/DIR-GTC/12/2021 dated 20 December 2021 concerning Replacement of Head of Internal Audit Unit.

Riwayat Pendidikan / Educational History

- Diploma Akuntansi, STIE Santa Ursula, Jakarta (1996); dan
- Sarjana Akuntansi, STIE TRILOGI, Jakarta (2019).
- Diploma in Accounting, STIE Santa Ursula, Jakarta (1996); and
- Bachelor of Accounting, STIE TRILOGI, Jakarta (2019).

Pengalaman Kerja / Work Experience

- Asisten Manager Laboratorium \& Cost of Production PT Aempe Pluit Bataco Raya (1990-1995);
- Cost Accounting PT Pembina Galindra Electric (1997-1999);
- Kepala Bagian Pajak PT Pembina Galindra Electric (2000-2005);
- Kepala Bagian Pajak PT Toa Galva Industries (2006-2018); dan
- Team Leader Akunting Pajak PT Galva Technologies Tbk (2019- 2021).
- Assistant Manager Laboratory \& Cost of Production PT Aempe Pluit Bataco Raya (1990-1995);
- Cost Accounting PT Pembina Galindra Electric (1997-1999);
- Head of Tax Division PT Pembina Galindra Electric (2000-2005);
- Head of Tax Division PT Toa Galva Industries (2006-2018); and
- Accounting Team Leader PT Galva Technologies Tbk (2019-2021).


## Rangkap Jabatan / Concurrent Position

Tidak merangkap jabatan, baik di Perseroan ataupun perusahaan terbuka lainnya.
Not holding concurrent positions, either in the Company or other public companies.

## Duties and responsibilities



The Internal Audit Unit is carrying out the following duties and responsibilities.","2. Kepala Unit Audit Internal diangkat dan diberhentikan oleh Direktur Utama atas persetujuan Dewan Komisaris.
3. Direktur Utama dapat memberhentikan Kepala Unit Audit Internal setelah mendapat persetujuan Dewan Komisaris, jika Kepala Unit Audit Internal tidak memenuhi persyaratan sebagai auditor di Unit Audit Internal sebagaimana diatur dalam POJK No. 56/POJK.04/2015 dan atau gagal atau tidak cakap menjalankan tugas.
4. Auditor yang duduk dalam Unit Audit Internal bertanggung jawab secara langsung kepada Kepala Unit Audit Internal.
5. Head of Internal Audit Unit is appointed and dismissed by the President Director upon Board of Commissioners' approval.
6. President Director may dismiss the Head of Internal Audit Unit upon Board of Commissioners' approval, if the Head of Internal Audit Unit does not meet the requirements as an auditor in the Internal Audit Unit as stipulated in the POJK No. 56/POJK.04/2015 and/or failed or incapable of carrying out the duties.
7. Auditor assigned to Internal Audit Unit is directly responsible to the Head of Internal Audit Unit.

## Profil Kepala Unit Audit Internal

## BUDIANTO

Kepala Unit Audit Internal / Head of Internal Audit Unit
![img-79.jpeg](img-79.jpeg)

Kewarganegaraan
Nationality
Warga Negara Indonesia
Indonesian Citizen

Domisili
Domicile
Jakarta

Usia
Age
51 tahun
51 years old

## Tugas dan Tanggung Jawab

Unit Audit Internal menjalankan tugas dan tanggung jawab sebagai berikut.

## Profile of Head of Internal Audit Unit

Periode dan Dasar Pengangkatan / Term of Office and Basis of Appointment Sejak 20 Desember 2021 berdasarkan Surat Keputusan Direksi No. 001/SK/ DIR-GTC/12/2021 tanggal 20 Desember 2021 tentang Penggantian Kepala Unit Audit Internal.
Since 20 December 2021 based on the Decree of the Board of Directors No. 001/ SK/DIR-GTC/12/2021 dated 20 December 2021 concerning Replacement of Head of Internal Audit Unit.

Riwayat Pendidikan / Educational History

